PharmaName,GEOID,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,TotalWomen
HARRIS TEETER - 27,37119005856,96.0,21.0,0.0,61.0,12.0,151.0,216.0,103.0,125.0,26.0,811.0
HARRIS TEETER - 274,185445188109,677.0,420.0,171.0,43.0,162.0,653.0,739.0,789.0,577.0,903.0,5134.0
HARRIS TEETER - 280,74134005811,82.0,33.0,30.0,40.0,204.0,423.0,148.0,216.0,217.0,94.0,1487.0
HARRIS TEETER - 298,37183051700,71.0,27.0,11.0,0.0,41.0,85.0,105.0,122.0,196.0,137.0,795.0
HARRIS TEETER - 30,37179020100,109.0,116.0,0.0,28.0,171.0,105.0,157.0,189.0,247.0,261.0,1383.0
HARRIS TEETER - 3091,74176943311,177.0,0.0,0.0,0.0,132.0,168.0,133.0,334.0,181.0,87.0,1212.0
HARRIS TEETER - 317,37119005857,16.0,35.0,0.0,24.0,119.0,40.0,22.0,93.0,115.0,127.0,591.0
HARRIS TEETER - 340,37025042401,78.0,37.0,0.0,0.0,41.0,95.0,103.0,55.0,120.0,388.0,917.0
HARRIS TEETER - 341,222438185217,1130.0,734.0,269.0,357.0,698.0,1083.0,1053.0,955.0,1212.0,1402.0,8893.0
HARRIS TEETER - 342,37081012704,37.0,81.0,152.0,102.0,40.0,117.0,82.0,134.0,158.0,117.0,1020.0
HARRIS TEETER - 343,37179020401,188.0,34.0,0.0,132.0,209.0,220.0,126.0,153.0,157.0,508.0,1727.0
HARRIS TEETER - 345,111243037502,183.0,172.0,46.0,56.0,137.0,368.0,493.0,440.0,96.0,225.0,2216.0
HARRIS TEETER - 347,37081015301,48.0,23.0,4.0,2.0,51.0,96.0,196.0,68.0,149.0,257.0,894.0
HARRIS TEETER - 354,37195000501,32.0,0.0,0.0,25.0,73.0,9.0,60.0,145.0,116.0,163.0,623.0
HARRIS TEETER - 367,37127011000,113.0,96.0,0.0,0.0,117.0,95.0,140.0,56.0,132.0,170.0,919.0
HARRIS TEETER - 37,37067003903,37.0,0.0,66.0,0.0,63.0,221.0,103.0,170.0,178.0,101.0,939.0
HARRIS TEETER - 379,74165851900,135.0,92.0,0.0,63.0,29.0,84.0,111.0,92.0,149.0,215.0,970.0
HARRIS TEETER - 4,37119003018,84.0,22.0,19.0,0.0,35.0,34.0,134.0,91.0,85.0,43.0,547.0
HARRIS TEETER - 40,74238011709,183.0,14.0,0.0,0.0,26.0,104.0,116.0,313.0,123.0,259.0,1138.0
HARRIS TEETER - 43,37069060801,91.0,18.0,20.0,88.0,0.0,177.0,101.0,116.0,59.0,131.0,801.0
HARRIS TEETER - 46,185549987628,488.0,231.0,70.0,114.0,525.0,683.0,928.0,792.0,608.0,812.0,5251.0
HARRIS TEETER - 63,37183054221,184.0,8.0,0.0,38.0,5.0,296.0,123.0,131.0,526.0,123.0,1434.0
HARRIS TEETER - 66,37179020321,31.0,34.0,56.0,32.0,142.0,245.0,117.0,142.0,117.0,201.0,1117.0
HARRIS TEETER - 69,37183052509,44.0,0.0,0.0,0.0,169.0,112.0,64.0,115.0,232.0,137.0,873.0
HARRIS TEETER - 91,148296035807,453.0,1178.0,547.0,160.0,186.0,370.0,286.0,343.0,666.0,574.0,4763.0
HARRIS TEETER - 99,37097061601,93.0,190.0,0.0,0.0,71.0,44.0,141.0,197.0,161.0,145.0,1042.0
HARRISBURG'S HOMETOWN PHARMACY,37119006108,216.0,65.0,0.0,0.0,59.0,196.0,160.0,239.0,170.0,165.0,1270.0
HARVEST FAMILY HEALTH CENTER PHARMACY,74244981600,290.0,78.0,29.0,63.0,167.0,441.0,278.0,471.0,301.0,164.0,2282.0
HAVELOCK DRUG COMPANY,111263893604,233.0,159.0,88.0,53.0,241.0,511.0,331.0,201.0,220.0,245.0,2282.0
HAW RIVER DISCOUNT DRUG,37001020602,12.0,0.0,0.0,0.0,9.0,22.0,68.0,112.0,122.0,72.0,417.0
HAYES-BARTON PHARMACY,37183053616,109.0,48.0,7.0,34.0,89.0,252.0,196.0,173.0,101.0,204.0,1213.0
HAYESVILLE PHARMACY,185281732013,99.0,72.0,30.0,95.0,176.0,203.0,190.0,246.0,362.0,155.0,1628.0
HAYWOOD PHARMACY,74175840902,267.0,152.0,86.0,5.0,111.0,169.0,173.0,169.0,248.0,264.0,1644.0
HAYWOOD REGIONAL MEDICAL CENTER PHARMACY,74261860702,180.0,181.0,14.0,54.0,112.0,230.0,144.0,117.0,251.0,414.0,1697.0
HAZELWOOD PHARMACY INCORPORATED,37087920800,18.0,12.0,0.0,0.0,124.0,84.0,161.0,76.0,65.0,93.0,633.0
HEALTH CARE CONNECTIONS,74247940408,220.0,87.0,109.0,0.0,193.0,370.0,188.0,306.0,415.0,296.0,2184.0
HEALTH PARK PHARMACY,37183053712,25.0,8.0,0.0,0.0,26.0,92.0,91.0,46.0,99.0,69.0,456.0
HEALTH PAVILION NORTH PHARMACY,37051980200,0.0,33.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,53.0
HEALTHFIRST PHARMACY,37183054213,106.0,61.0,41.0,0.0,42.0,84.0,36.0,90.0,133.0,207.0,800.0
HEALTHRIDGE PHARMACY,74042004410,174.0,18.0,28.0,33.0,184.0,490.0,453.0,358.0,229.0,321.0,2288.0
HEALTHSMART PHARMACY,74132072907,373.0,42.0,0.0,64.0,175.0,315.0,367.0,349.0,387.0,341.0,2413.0
HEALTHWISE PHARMACY,111307930403,118.0,432.0,857.0,583.0,864.0,366.0,247.0,216.0,237.0,79.0,3999.0
HEMOPHILIA FIRST LIMITED LIABILITY COMPANY,37081010300,11.0,3.0,11.0,38.0,26.0,89.0,45.0,183.0,88.0,55.0,549.0
HICKS PHARMACY,260210895709,344.0,536.0,163.0,69.0,373.0,532.0,789.0,1001.0,653.0,769.0,5229.0
HIGHLANDS-CASHIERS HOSPITAL PHARMACY,148517872402,307.0,104.0,20.0,129.0,62.0,563.0,269.0,316.0,647.0,412.0,2829.0
HILLCREST CONVALESCENT CENTER,74132062103,150.0,1046.0,375.0,400.0,307.0,265.0,149.0,234.0,376.0,151.0,3453.0
HOLLADAY HEALTHCARE PHARMACY,74134007304,235.0,127.0,121.0,18.0,227.0,409.0,590.0,409.0,363.0,376.0,2875.0
HOLLY HILL HOSPITAL,37183051102,16.0,1524.0,202.0,55.0,45.0,13.0,27.0,9.0,3.0,12.0,1906.0
HOLLY PARK PHARMACY,74366106623,72.0,30.0,140.0,20.0,134.0,1152.0,505.0,1146.0,1459.0,395.0,5053.0
HOME TOWN DISCOUNT PHARMACY,74294001605,76.0,37.0,68.0,255.0,443.0,474.0,187.0,383.0,383.0,134.0,2440.0
HOMECHOICE PARTNERS,74184075613,172.0,87.0,102.0,65.0,104.0,278.0,399.0,223.0,186.0,404.0,2020.0
HOSPITAL PHARMACY INCORPORATED,111398922106,282.0,37.0,20.0,11.0,83.0,206.0,276.0,303.0,321.0,237.0,1776.0
HOUSER DRUG COMPANY INCORPORATED,74232990604,112.0,60.0,0.0,49.0,59.0,337.0,60.0,135.0,245.0,262.0,1319.0
HOWELL DRUG COMPANY INCORPORATED,37093970300,111.0,38.0,39.0,2.0,115.0,85.0,165.0,163.0,90.0,59.0,867.0
HUDSON DISCOUNT DRUG,148262122505,195.0,145.0,146.0,32.0,253.0,531.0,365.0,315.0,450.0,525.0,2957.0
HUNTER DRUG COMPANY INCORPORATED,111307800502,177.0,343.0,32.0,209.0,61.0,235.0,92.0,173.0,273.0,171.0,1766.0
ID CONSULTANTS PHARMACY,37119003110,19.0,21.0,0.0,0.0,55.0,296.0,290.0,86.0,38.0,62.0,867.0
INDIAN TRAIL PHARMACY,185715058179,469.0,270.0,47.0,131.0,245.0,474.0,1065.0,689.0,759.0,673.0,4822.0
INGLES - 80,74222980400,34.0,21.0,30.0,36.0,337.0,194.0,137.0,154.0,226.0,225.0,1394.0
INGLES MARKET - 11,37089931000,145.0,46.0,0.0,0.0,22.0,221.0,155.0,209.0,31.0,115.0,944.0
INGLES MARKETS - 110,111395871006,92.0,1.0,23.0,0.0,60.0,170.0,105.0,155.0,201.0,258.0,1065.0
INGLES MARKETS - 121,37023020204,17.0,0.0,0.0,32.0,47.0,23.0,0.0,107.0,157.0,67.0,450.0
INGLES MARKETS - 127,148439811704,124.0,152.0,26.0,76.0,61.0,367.0,113.0,224.0,242.0,290.0,1675.0
INGLES MARKETS - 146,37071030404,83.0,54.0,14.0,0.0,12.0,60.0,87.0,57.0,70.0,65.0,502.0
INGLES MARKETS - 177,74179863002,143.0,159.0,58.0,12.0,11.0,329.0,205.0,188.0,267.0,66.0,1438.0
INGLES MARKETS - 180,74042005811,0.0,0.0,0.0,0.0,49.0,31.0,74.0,98.0,72.0,22.0,346.0
INGLES MARKETS - 3,296234936730,519.0,405.0,195.0,112.0,358.0,659.0,947.0,1018.0,1548.0,844.0,6605.0
INGLES MARKETS - 30,37021003202,31.0,0.0,18.0,0.0,0.0,7.0,48.0,55.0,157.0,157.0,473.0
INGLES MARKETS - 34,74042001602,29.0,6.0,0.0,32.0,48.0,263.0,453.0,182.0,66.0,137.0,1216.0
INGLES MARKETS - 62,37021003002,77.0,197.0,57.0,19.0,91.0,300.0,262.0,172.0,457.0,139.0,1771.0
INGLES MARKETS - 7,37021000100,9.0,8.0,0.0,0.0,0.0,40.0,109.0,37.0,18.0,19.0,240.0
INNES STREET DRUG COMPANY,111461112700,156.0,126.0,83.0,25.0,145.0,361.0,639.0,312.0,464.0,337.0,2648.0
INSTITUTIONAL PHARMACY SOLUTIONS,185361915307,91.0,121.0,51.0,96.0,733.0,224.0,525.0,375.0,239.0,218.0,2673.0
JOHNSON DRUG AND HOME MEDICAL,111297974603,248.0,142.0,7.0,160.0,801.0,651.0,167.0,548.0,420.0,177.0,3321.0
JONES DRUG HEALTH MART PHARMACY,37021002804,165.0,23.0,170.0,15.0,167.0,28.0,115.0,197.0,175.0,204.0,1259.0
KAITLYN'S PHARMACY,74238008930,222.0,71.0,34.0,163.0,225.0,450.0,559.0,415.0,341.0,377.0,2857.0
KEL-SAVE DISCOUNT DRUGS,74179861502,98.0,241.0,78.0,56.0,156.0,147.0,304.0,391.0,219.0,342.0,2032.0
KERR DRUG,4118122840922,8431.0,5325.0,2259.0,2051.0,6691.0,13475.0,14258.0,14879.0,14689.0,15300.0,97358.0
KING HEALTHCARE PHARMACY,37169070506,0.0,0.0,22.0,49.0,39.0,0.0,190.0,23.0,90.0,149.0,562.0
KING'S PHARMACY AND COMPOUNDING LAB,37129012011,30.0,34.0,174.0,37.0,70.0,129.0,128.0,182.0,70.0,131.0,985.0
KINSTON CLINIC NORTH PHARMACY,37191000401,53.0,48.0,59.0,10.0,234.0,254.0,87.0,82.0,236.0,204.0,1267.0
KM HEALTH MART PHARMACY,37045950601,121.0,29.0,43.0,0.0,76.0,159.0,171.0,104.0,124.0,93.0,920.0
KMART,1892713188718,3442.0,1630.0,1152.0,949.0,2741.0,6273.0,6586.0,6499.0,6495.0,5964.0,41731.0
KOONCE DRUG COMPANY,74095860400,132.0,58.0,7.0,20.0,120.0,217.0,201.0,106.0,156.0,130.0,1147.0
KROGER,965383813782,2194.0,1081.0,938.0,813.0,2743.0,5558.0,5753.0,3373.0,3892.0,3926.0,30271.0
LAKE BRANDT PHARMACY,111149040101,287.0,272.0,56.0,130.0,121.0,289.0,500.0,387.0,524.0,499.0,3065.0
LANE DRUG,111163048507,39.0,81.0,0.0,42.0,282.0,468.0,325.0,304.0,653.0,238.0,2432.0
LAYNES FAMILY PHARMACY INCORPORATED,74190970400,86.0,157.0,0.0,130.0,48.0,119.0,77.0,169.0,234.0,292.0,1312.0
LEICESTER VILLAGE HEALTH MART PHARMACY,37021000400,142.0,467.0,159.0,127.0,154.0,250.0,60.0,80.0,49.0,51.0,1539.0
LEWISVILLE DRUG COMPANY,37193961201,216.0,0.0,17.0,51.0,68.0,13.0,91.0,145.0,15.0,139.0,755.0
LIBERTY DRUG STORE,74302062507,181.0,223.0,10.0,92.0,84.0,351.0,133.0,219.0,233.0,640.0,2166.0
LIBERTY MEDICAL SPECIALTIES,148406053610,221.0,25.0,120.0,11.0,160.0,202.0,540.0,328.0,391.0,331.0,2329.0
LINCOLN COMMUNITY HEALTH CENTER,37063001301,20.0,39.0,4.0,0.0,79.0,95.0,52.0,105.0,9.0,16.0,419.0
LOWE'S FOODS - 224,37183054020,173.0,161.0,0.0,0.0,264.0,191.0,44.0,152.0,213.0,195.0,1393.0
LOWRY DRUG,74114123205,101.0,67.0,103.0,18.0,49.0,393.0,304.0,224.0,271.0,511.0,2041.0
LUMBERTON DRUG COMPANY,37017950301,11.0,10.0,0.0,168.0,60.0,20.0,68.0,96.0,114.0,112.0,659.0
LUTHERAN SERVICES FOR THE AGING,37035011801,217.0,87.0,13.0,49.0,145.0,70.0,226.0,199.0,169.0,298.0,1473.0
MABRY'S DRUG AND HOME CARE,37051003004,146.0,208.0,0.0,0.0,46.0,204.0,196.0,116.0,377.0,231.0,1524.0
MACK'S 1ST RX PHARMACY INCORPORATED,259356266014,450.0,263.0,168.0,168.0,402.0,974.0,1098.0,1161.0,718.0,1194.0,6596.0
MADISON PHARMACY AND GIFTS,74314970501,128.0,29.0,51.0,20.0,55.0,187.0,129.0,137.0,238.0,249.0,1223.0
MADISON PHARMACY AND HOME CARE INCORPORATED,37157040800,45.0,0.0,0.0,27.0,22.0,95.0,20.0,17.0,52.0,47.0,325.0
MAIN STREET PHARMACY,259656084908,578.0,443.0,259.0,64.0,517.0,744.0,1091.0,550.0,904.0,531.0,5681.0
MAPLE HILL PHARMACY,37141920300,141.0,26.0,15.0,39.0,87.0,32.0,132.0,241.0,128.0,112.0,953.0
MARINE CORPS EXCHANGE PHARMACY-DOD,37133002802,0.0,0.0,0.0,0.0,12.0,64.0,39.0,0.0,63.0,136.0,314.0
MARION PHARMACY,74134992001,192.0,73.0,18.0,73.0,171.0,168.0,211.0,174.0,206.0,239.0,1525.0
MARKET STREET PHARMACY,37129011501,0.0,11.0,93.0,87.0,339.0,52.0,59.0,0.0,64.0,64.0,769.0
MARTIN DRUG COMPANY,37045950101,101.0,28.0,3.0,5.0,169.0,211.0,205.0,184.0,83.0,162.0,1151.0
MARTIN'S DRUG STORE,37021002306,0.0,53.0,70.0,0.0,90.0,351.0,55.0,27.0,256.0,170.0,1072.0
MASHBURN MEDICAL CENTER,37115010602,54.0,7.0,2.0,2.0,120.0,171.0,101.0,164.0,123.0,128.0,872.0
MASSEY HILL DRUG COMPANY,37093970104,106.0,93.0,22.0,37.0,233.0,186.0,151.0,164.0,283.0,163.0,1438.0
MAST LONG TERM CARE PHARMACY,222897642108,375.0,97.0,84.0,65.0,293.0,486.0,536.0,359.0,520.0,549.0,3364.0
MAST PHARMACY,37055970602,22.0,12.0,43.0,7.0,19.0,106.0,31.0,79.0,80.0,36.0,435.0
MATTHEWS HEALTH MART PHARMACY,185534005018,358.0,160.0,2.0,29.0,175.0,395.0,851.0,590.0,540.0,488.0,3588.0
MAYBERRY PHARMACY,37171930803,0.0,0.0,35.0,0.0,35.0,0.0,106.0,43.0,0.0,155.0,374.0
MCCARTHY SQUARE PHARMACY,37049960700,45.0,0.0,0.0,0.0,16.0,85.0,75.0,5.0,41.0,0.0,267.0
MCDOWELLS PHARMACY,37041930202,65.0,0.0,0.0,0.0,0.0,93.0,50.0,54.0,29.0,9.0,300.0
MCLARTY DRUG AND SURGICAL SUPPLY,111221108705,234.0,169.0,14.0,65.0,309.0,280.0,257.0,262.0,216.0,379.0,2185.0
MCNEILLS PHARMACY / LIBERTY MEDICAL SPECIALTIES,37047930400,140.0,20.0,0.0,14.0,26.0,189.0,17.0,28.0,123.0,103.0,660.0
MCPHAIL'S PHARMACY,74170141204,221.0,525.0,505.0,202.0,302.0,418.0,368.0,257.0,432.0,239.0,3469.0
MEBANE DRUG STORE,37063001601,62.0,114.0,0.0,0.0,63.0,87.0,158.0,79.0,170.0,235.0,968.0
MED EMPORIUM,111309036632,202.0,125.0,0.0,122.0,443.0,610.0,276.0,364.0,281.0,329.0,2752.0
MEDICAL ARTS PHARMACY,74307881602,227.0,391.0,0.0,42.0,123.0,175.0,257.0,96.0,316.0,318.0,1945.0
MEDICAL CENTER PHARMACY,222487032628,378.0,77.0,58.0,47.0,384.0,641.0,804.0,717.0,487.0,791.0,4384.0
MEDICAL PARK PHARMACY,111337062603,332.0,267.0,505.0,629.0,559.0,231.0,133.0,293.0,135.0,376.0,3460.0
MEDICAL PARK PHARMACY EAST,37031970804,113.0,28.0,0.0,48.0,18.0,86.0,91.0,98.0,161.0,100.0,743.0
MEDICAL PHARMACY OF ALBEMARLE INCORPORATED,74291890402,137.0,102.0,35.0,19.0,53.0,382.0,283.0,131.0,255.0,428.0,1825.0
MEDICAL PHARMACY OF LOCUST,37167930902,55.0,15.0,0.0,30.0,60.0,112.0,132.0,47.0,129.0,86.0,666.0
MEDICAP PHARMACY,853630376314,1715.0,789.0,559.0,402.0,1414.0,2095.0,2826.0,2737.0,3485.0,3209.0,19231.0
MEDICINE BOX HEALTH MART PHARMACY,37045951300,81.0,12.0,11.0,0.0,54.0,54.0,69.0,60.0,38.0,151.0,530.0
MEDICINE CENTER PHARMACY,111357005137,206.0,294.0,34.0,48.0,222.0,641.0,485.0,429.0,495.0,245.0,3099.0
MEDPRO RX,148636130653,219.0,65.0,41.0,60.0,274.0,567.0,666.0,416.0,633.0,475.0,3416.0
MESH PHARMACY,37081016405,6.0,14.0,0.0,0.0,0.0,162.0,9.0,38.0,22.0,82.0,333.0
METCALF PHARMACY,37175960301,6.0,112.0,49.0,32.0,124.0,71.0,176.0,47.0,16.0,77.0,710.0
METROVIEW PHARMACY,37119002600,20.0,4.0,0.0,0.0,40.0,153.0,65.0,70.0,106.0,30.0,488.0
MID-CAROLINA HOMECARE SPECIALISTS,37183052507,92.0,0.0,13.0,0.0,56.0,124.0,91.0,90.0,122.0,75.0,663.0
MINTZ COASTAL DRUG,148186073323,217.0,90.0,123.0,4.0,139.0,222.0,175.0,297.0,404.0,245.0,1916.0
MISSION HOSPITAL - MEMORIAL CAMPUS,74042002900,48.0,40.0,0.0,47.0,223.0,327.0,456.0,400.0,359.0,132.0,2032.0
MISSION HOSPITALS,74042002100,177.0,15.0,53.0,47.0,117.0,251.0,456.0,300.0,531.0,237.0,2184.0
MIZELLES DISCOUNT DRUG,37091950402,76.0,34.0,10.0,32.0,148.0,115.0,122.0,114.0,77.0,159.0,887.0
MONCURE COMMUNITY HEALTH CENTER,148568188223,424.0,169.0,217.0,177.0,470.0,940.0,1002.0,706.0,844.0,955.0,5904.0
MOORESVILLE PHARMACY,74194123209,49.0,0.0,49.0,0.0,62.0,61.0,120.0,144.0,75.0,217.0,777.0
MOOSE PHARMACY,74050083509,445.0,110.0,21.0,102.0,27.0,240.0,402.0,365.0,682.0,540.0,2934.0
MOREHEAD CITY DRUG COMPANY,37031970305,22.0,69.0,37.0,0.0,25.0,62.0,48.0,47.0,17.0,84.0,411.0
MOSES CONE HEALTH SYSTEM OUTPATIENT PHARMACY,74162022806,123.0,91.0,18.0,3.0,83.0,248.0,208.0,230.0,102.0,117.0,1223.0
MOUNT OLIVE PHARMACY,37049960102,48.0,0.0,41.0,10.0,127.0,54.0,151.0,54.0,169.0,161.0,815.0
MOUNT PILOT DRUG,37169070101,90.0,0.0,17.0,0.0,32.0,95.0,58.0,44.0,124.0,33.0,493.0
MOUNTAIN STREET PHARMACY INCORPORATED,74116982103,213.0,15.0,126.0,95.0,89.0,398.0,295.0,348.0,299.0,469.0,2347.0
MOUNTAINMED,74132973004,148.0,88.0,30.0,13.0,123.0,633.0,204.0,170.0,256.0,315.0,1980.0
MURDOCH DEVELOPMENTAL CENTER,148308932606,162.0,64.0,0.0,51.0,134.0,299.0,125.0,224.0,380.0,407.0,1846.0
NALLE PHARMACY,74238004203,32.0,54.0,22.0,29.0,79.0,463.0,229.0,98.0,283.0,240.0,1529.0
NASH GENERAL HOSPITAL,37127010505,0.0,0.0,29.0,0.0,71.0,106.0,114.0,176.0,97.0,37.0,630.0
NATURE'S PHARMACY AND COMPOUNDING CENTER,37021001100,108.0,0.0,0.0,9.0,38.0,256.0,440.0,356.0,244.0,224.0,1675.0
NEIGHBORCARE HOME CARE,37181960700,111.0,77.0,87.0,22.0,33.0,333.0,219.0,119.0,106.0,28.0,1135.0
NEIL MEDICAL GROUP,74156971204,105.0,62.0,34.0,48.0,64.0,105.0,283.0,158.0,208.0,342.0,1409.0
NEIL'S COMPOUNDING PHARMACY,111169091310,231.0,68.0,50.0,0.0,201.0,307.0,421.0,252.0,318.0,423.0,2271.0
NEW HANOVER METRO TREATMENT CENTER,148354852911,272.0,90.0,134.0,15.0,345.0,457.0,345.0,465.0,431.0,614.0,3168.0
NORTH CAROLINA CENTRAL UNIVERSITY,111199035021,318.0,284.0,43.0,329.0,48.0,199.0,375.0,624.0,189.0,386.0,2795.0
NORTH IREDELL PHARMACY INCORPORATED,111136022301,248.0,65.0,24.0,29.0,109.0,385.0,299.0,276.0,266.0,336.0,2037.0
NORTH VILLAGE PHARMACY,37145920300,63.0,19.0,38.0,0.0,12.0,173.0,93.0,225.0,163.0,346.0,1132.0
NORTHSIDE FAMILY PHARMACY,37069060701,0.0,36.0,15.0,46.0,106.0,0.0,72.0,31.0,80.0,26.0,412.0
NORWOOD PHARMACY,148504903511,454.0,226.0,248.0,134.0,247.0,600.0,965.0,1147.0,394.0,486.0,4901.0
O'BERRY NEURO-MEDICAL TREATMENT CENTER,37079950301,16.0,48.0,55.0,56.0,75.0,125.0,187.0,72.0,78.0,124.0,836.0
O'NEALS DRUG STORE - AURORA,74109921000,33.0,4.0,19.0,0.0,33.0,89.0,20.0,104.0,48.0,31.0,381.0
OAK RIDGE FAMILY PHARMACY,37081015704,85.0,139.0,150.0,62.0,241.0,173.0,227.0,112.0,282.0,220.0,1691.0
OAKWOOD PHARMACY INCORPORATED,37183054220,147.0,0.0,0.0,0.0,43.0,225.0,194.0,108.0,198.0,74.0,989.0
OFFICE PRACTICE OF PHARMACY,37027030200,45.0,164.0,28.0,12.0,83.0,158.0,69.0,186.0,182.0,155.0,1082.0
OLD MAIN PHARMACY,185641793105,316.0,786.0,239.0,199.0,519.0,660.0,391.0,370.0,415.0,479.0,4374.0
OMNICARE OF CAROLINA,74382951604,299.0,118.0,0.0,0.0,70.0,215.0,222.0,397.0,245.0,294.0,1860.0
ONEALS DRUG STORE OF NEWPORT,37031970703,146.0,44.0,0.0,0.0,84.0,105.0,162.0,194.0,111.0,94.0,940.0
OVERMAN AND STEVENSON PHARMACISTS,148463821001,127.0,150.0,30.0,147.0,198.0,393.0,321.0,292.0,343.0,323.0,2324.0
PARKER DRUG COMPANY,185731017105,246.0,309.0,136.0,182.0,216.0,563.0,261.0,433.0,388.0,347.0,3081.0
PARKER'S OF PEACHTREE,37039930606,48.0,10.0,19.0,0.0,0.0,53.0,37.0,42.0,15.0,133.0,357.0
PARSON'S DRUGS,74358041301,223.0,86.0,51.0,0.0,269.0,325.0,416.0,344.0,339.0,310.0,2363.0
PEAK CITY PHARMACY,74366106246,168.0,176.0,0.0,25.0,18.0,455.0,517.0,276.0,477.0,993.0,3105.0
PEOPLE'S REXALL DRUG STORE,37009970501,22.0,9.0,0.0,15.0,41.0,68.0,159.0,66.0,40.0,70.0,490.0
PEOPLES DRUG STORE,111127131702,284.0,175.0,20.0,114.0,245.0,513.0,421.0,498.0,434.0,268.0,2972.0
PHARMACARE SERVICES,74002040801,92.0,173.0,9.0,31.0,98.0,271.0,225.0,296.0,176.0,316.0,1687.0
PHARMACY LAND,260158842205,382.0,378.0,23.0,46.0,433.0,760.0,722.0,986.0,511.0,1045.0,5286.0
PHARMACY ON THE PARK,111313999429,181.0,62.0,41.0,38.0,109.0,246.0,234.0,189.0,355.0,292.0,1747.0
PHARMACY PLUS,37061090101,26.0,58.0,0.0,37.0,16.0,21.0,72.0,120.0,81.0,174.0,605.0
PHARMERICA,111315932703,160.0,90.0,27.0,5.0,297.0,410.0,281.0,416.0,426.0,611.0,2723.0
PHYSICIANS PHARMACY ALLIANCE,111403127070,435.0,176.0,28.0,47.0,88.0,152.0,531.0,411.0,819.0,670.0,3357.0
PIEDMONT DRUG AND HOME DELIVERY,111215023707,402.0,199.0,72.0,125.0,203.0,895.0,404.0,441.0,563.0,477.0,3781.0
PIEDMONT HEALTH MART PHARMACY,37119006103,124.0,18.0,0.0,0.0,68.0,163.0,188.0,201.0,177.0,116.0,1055.0
PIEDMONT PLAZA OUTPATIENT PHARMACY,74134005009,132.0,0.0,21.0,36.0,256.0,335.0,234.0,304.0,139.0,219.0,1676.0
PIKE'S PHARMACY,74190036506,133.0,120.0,0.0,0.0,342.0,385.0,280.0,241.0,81.0,316.0,1898.0
PINK HILL PHARMACY INCORPORATED,37049961002,124.0,35.0,30.0,55.0,27.0,86.0,128.0,224.0,108.0,69.0,886.0
PITTMAN'S PHARMACY INCORPORATED,74192031201,51.0,47.0,0.0,0.0,50.0,154.0,81.0,119.0,181.0,215.0,898.0
POPE AIR FORCE BASE - 43RD MEDICAL SQUADRON - POPE HEALTH CLINIC-DOD,37051003502,36.0,0.0,0.0,33.0,70.0,33.0,0.0,78.0,19.0,83.0,352.0
PRESBYTERIAN HEALTHCARE PHARMACY,37119001701,21.0,35.0,20.0,25.0,290.0,260.0,254.0,327.0,279.0,37.0,1548.0
PRESCRIPTION SHOPPE,111227957903,277.0,171.0,127.0,28.0,179.0,387.0,355.0,406.0,334.0,482.0,2746.0
PRESCRIPTIONS PLUS,37071033203,81.0,23.0,0.0,73.0,18.0,206.0,33.0,104.0,94.0,95.0,727.0
PREVO DRUGS,148582184309,377.0,32.0,119.0,42.0,496.0,450.0,683.0,623.0,443.0,518.0,3783.0
PROFESSIONAL CARE HOME OXYGEN AND MEDICAL EQUIPMENT,37049961003,0.0,0.0,0.0,104.0,79.0,277.0,360.0,15.0,162.0,162.0,1159.0
PROSPECT HILL COMMUNITY HEALTH CENTER,37077970500,58.0,17.0,51.0,0.0,65.0,62.0,69.0,121.0,147.0,108.0,698.0
PSA CLINIC PHARMACY,37021003003,118.0,40.0,0.0,18.0,60.0,116.0,107.0,160.0,232.0,231.0,1082.0
PUNGO RIVER PHARMACY,37055990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUALITY DRUGS,111201122407,158.0,73.0,16.0,42.0,193.0,333.0,439.0,362.0,542.0,543.0,2701.0
QUALITY HOME HEALTHCARE,74190101004,245.0,92.0,39.0,43.0,99.0,556.0,236.0,216.0,215.0,274.0,2015.0
RANDOLPH MEDICAL PHARMACY,37119001911,70.0,11.0,0.0,10.0,252.0,272.0,241.0,251.0,102.0,333.0,1542.0
REALO DICOUNT DRUGS,74283840706,18.0,78.0,0.0,45.0,24.0,64.0,202.0,100.0,172.0,91.0,794.0
REALO DISCOUNT DRUGS,667675861123,1544.0,866.0,168.0,373.0,1056.0,2211.0,1661.0,1684.0,1913.0,1924.0,13400.0
RED SPRINGS DRUG COMPANY,37155960301,87.0,25.0,31.0,35.0,10.0,170.0,106.0,146.0,64.0,112.0,786.0
REMEDY SHOPPE HEALTH MART PHARMACY,222114122273,187.0,104.0,0.0,77.0,100.0,191.0,117.0,229.0,156.0,372.0,1533.0
RITE AID - 11310,74124063905,313.0,117.0,301.0,20.0,99.0,222.0,718.0,260.0,391.0,428.0,2869.0
RITE AID - 11312,74134005410,126.0,100.0,6.0,72.0,85.0,142.0,271.0,247.0,324.0,402.0,1775.0
RITE AID - 11315,185369752204,293.0,144.0,55.0,14.0,123.0,635.0,477.0,496.0,482.0,594.0,3313.0
